,CustomerID,ItemID,Sex,Age,Profession,CityType,YearsInCity,Married,ItemCategory1,ItemCategory2,ItemCategory3,Amount
463408,1005375,P00159442,M,26-35,0,C,0,0.0,5,8.0,,7026
463518,1005394,P00286642,M,18-25,0,A,2,1.0,11,14.0,,4524
463519,1005394,P00030042,M,18-25,0,A,2,1.0,8,,,5940
463520,1005394,P00028542,M,18-25,0,A,2,1.0,6,8.0,14.0,16588
463521,1005394,P00216042,M,18-25,0,A,2,1.0,5,8.0,,7069
463522,1005394,P00200842,M,18-25,0,A,2,1.0,8,,,5928
463523,1005394,P00287242,M,18-25,0,A,2,1.0,5,,,5341
463524,1005394,P00159442,M,18-25,0,A,2,1.0,5,8.0,,7084
463525,1005394,P00356742,M,18-25,0,A,2,1.0,5,,,5280
463526,1005394,P00057942,M,18-25,0,A,2,1.0,1,2.0,6.0,12103
463527,1005394,P00288542,M,18-25,0,A,2,1.0,8,,,5986
463528,1005394,P00050442,M,18-25,0,A,2,1.0,1,8.0,13.0,11896
463529,1005394,P00130742,M,18-25,0,A,2,1.0,1,14.0,17.0,11593
463530,1005394,P00313042,M,18-25,0,A,2,1.0,5,14.0,,7108
463531,1005394,P00190842,M,18-25,0,A,2,1.0,2,5.0,12.0,10042
463532,1005394,P00151742,M,18-25,0,A,2,1.0,8,15.0,16.0,8131
463533,1005394,P00116742,M,18-25,0,A,2,1.0,11,,,4524
463534,1005394,P0095542,M,18-25,0,A,2,1.0,2,4.0,9.0,9870
463535,1005394,P00261242,M,18-25,0,A,2,1.0,1,17.0,,8275
463536,1005394,P00328242,M,18-25,0,A,2,1.0,8,,,7867
463537,1005394,P00225342,M,18-25,0,A,2,1.0,8,,,2086
463538,1005394,P00313442,M,18-25,0,A,2,1.0,5,6.0,8.0,5182
463539,1005394,P00012042,M,18-25,0,A,2,1.0,8,,,7914
463643,1005419,P00173342,F,18-25,12,C,3,1.0,1,6.0,14.0,15581
463644,1005419,P00003442,F,18-25,12,C,3,1.0,4,5.0,8.0,2737
463944,1005462,P00320542,M,26-35,17,C,3,0.0,8,14.0,,7878
464063,1005483,P00110042,F,26-35,6,B,3,0.0,5,14.0,,8815
464064,1005483,P00057342,F,26-35,6,B,3,0.0,4,5.0,,2161
464065,1005483,P00034642,F,26-35,6,B,3,0.0,4,5.0,,2156
464066,1005483,P00237042,F,26-35,6,B,3,0.0,3,4.0,,7928
464067,1005483,P00059442,F,26-35,6,B,3,0.0,6,8.0,16.0,20330
464068,1005483,P00207942,F,26-35,6,B,3,0.0,6,8.0,,16256
464069,1005483,P00154442,F,26-35,6,B,3,0.0,8,14.0,,7801
464081,1005488,P00303742,M,26-35,15,C,1,0.0,8,,,10031
464082,1005488,P00129842,M,26-35,15,C,1,0.0,6,8.0,15.0,16414
464083,1005488,P00348242,M,26-35,15,C,1,0.0,8,,,8041
464084,1005488,P00066042,M,26-35,15,C,1,0.0,8,,,7987
464085,1005488,P00024342,M,26-35,15,C,1,0.0,8,14.0,,4171
464086,1005488,P00182542,M,26-35,15,C,1,0.0,5,11.0,,1777
464087,1005488,P00183342,M,26-35,15,C,1,0.0,5,15.0,18.0,5321
464088,1005488,P00241542,M,26-35,15,C,1,0.0,1,6.0,,11638
464089,1005488,P00048942,M,26-35,15,C,1,0.0,1,4.0,,4543
464090,1005488,P00183242,M,26-35,15,C,1,0.0,5,15.0,,5380
464091,1005488,P00270242,M,26-35,15,C,1,0.0,8,,,10024
464155,1005500,P0097742,F,36-45,20,B,1,1.0,8,,,8067
464156,1005500,P00178342,F,36-45,20,B,1,1.0,8,,,8106
464157,1005500,P00134142,F,36-45,20,B,1,1.0,5,,,5326
464497,1005546,P00127942,M,18-25,14,C,1,0.0,1,2.0,5.0,15725
464498,1005546,P00122542,M,18-25,14,C,1,0.0,11,,,4708
464555,1005554,P00323942,M,26-35,1,B,1,0.0,8,15.0,,9960
464556,1005554,P00145042,M,26-35,1,B,1,0.0,1,2.0,5.0,11808
464557,1005554,P00183042,M,26-35,1,B,1,0.0,15,16.0,,16790
464558,1005554,P00277442,M,26-35,1,B,1,0.0,1,6.0,15.0,15493
464559,1005554,P00212042,M,26-35,1,B,1,0.0,13,15.0,,406
464868,1005609,P00327142,F,51-55,1,C,1,1.0,8,15.0,,5827
464869,1005609,P00291942,F,51-55,1,C,1,1.0,8,17.0,,9929
465390,1005680,P00280842,M,51-55,20,A,4+,0.0,1,8.0,,15491
465391,1005680,P00262842,M,51-55,20,A,4+,0.0,14,17.0,,14623
465392,1005680,P00086042,M,51-55,20,A,4+,0.0,8,14.0,17.0,10003
465393,1005680,P00175742,M,51-55,20,A,4+,0.0,8,17.0,,7820
465394,1005680,P00178142,M,51-55,20,A,4+,0.0,8,17.0,,10030
465395,1005680,P00311342,M,51-55,20,A,4+,0.0,17,,,10248
465396,1005680,P00321742,M,51-55,20,A,4+,0.0,5,8.0,17.0,6875
465397,1005680,P00202242,M,51-55,20,A,4+,0.0,10,16.0,,23704
465398,1005680,P00273342,M,51-55,20,A,4+,0.0,10,,,23669
465922,1005764,P00113242,F,51-55,12,C,1,1.0,1,6.0,8.0,7769
465923,1005764,P00315642,F,51-55,12,C,1,1.0,8,13.0,,7796
465924,1005764,P00121642,F,51-55,12,C,1,1.0,5,14.0,,8618
465925,1005764,P00178042,F,51-55,12,C,1,1.0,8,14.0,,5900
466238,1005808,P00025442,F,26-35,7,C,2,0.0,1,2.0,9.0,19484
466239,1005808,P00031042,F,26-35,7,C,2,0.0,8,,,9755
466240,1005808,P00184142,F,26-35,7,C,2,0.0,8,14.0,,9896
466241,1005808,P00115142,F,26-35,7,C,2,1.0,1,8.0,17.0,15847
466242,1005808,P00182142,F,26-35,7,C,2,0.0,1,5.0,6.0,19549
466243,1005808,P00120142,F,26-35,7,C,2,0.0,5,,,8736
466444,1005838,P00085242,F,46-50,7,B,0,1.0,8,14.0,17.0,9827
466445,1005838,P00115642,F,46-50,7,B,0,1.0,8,14.0,,7895
466446,1005838,P00025942,F,46-50,7,B,0,1.0,8,14.0,,9841
466447,1005838,P00110742,F,46-50,7,B,0,1.0,1,2.0,8.0,15680
466448,1005838,P00121342,F,46-50,7,B,0,1.0,1,5.0,18.0,15483
466449,1005838,P00319842,F,46-50,7,B,0,1.0,3,5.0,,13331
466450,1005838,P00110842,F,46-50,7,B,0,1.0,1,2.0,5.0,19132
466451,1005838,P00316642,F,46-50,7,B,0,1.0,4,5.0,,2789
466452,1005838,P00085142,F,46-50,7,B,0,1.0,5,13.0,14.0,7030
466453,1005838,P00130742,F,46-50,7,B,0,1.0,1,14.0,17.0,19677
466454,1005838,P00136842,F,46-50,7,B,0,1.0,1,8.0,16.0,11586
466455,1005838,P00090942,F,46-50,7,B,0,1.0,1,2.0,14.0,15795
466456,1005838,P00275842,F,46-50,7,B,0,1.0,2,9.0,15.0,16358
466493,1005844,P00350942,F,0-17,10,C,1,0.0,3,4.0,5.0,13638
466494,1005844,P00338442,F,0-17,10,C,1,0.0,1,16.0,,4369
466495,1005844,P00297342,F,0-17,10,C,1,0.0,5,,,7151
466568,1005856,P00221442,F,26-35,7,B,3,0.0,1,2.0,5.0,19595
466569,1005856,P00103042,F,26-35,7,B,3,0.0,1,14.0,,19270
466570,1005856,P00067942,F,26-35,7,B,3,0.0,5,14.0,,6952
466571,1005856,P00034342,F,26-35,7,B,3,0.0,5,,,7108
466704,1005884,P00112542,M,18-25,4,C,3,0.0,1,11.0,15.0,12076
466705,1005884,P0097242,M,18-25,4,C,3,0.0,1,16.0,,15879
466706,1005884,P00010942,M,18-25,4,C,3,0.0,1,2.0,6.0,19663
466707,1005884,P00057642,M,18-25,4,C,3,0.0,1,15.0,16.0,15376
466708,1005884,P00245642,M,18-25,4,C,3,0.0,5,11.0,12.0,5400
466819,1005901,P00052542,F,36-45,7,C,4+,1.0,8,,,10003
466982,1005936,P00161842,M,18-25,4,C,4+,0.0,10,13.0,16.0,18995
466983,1005936,P00269442,M,18-25,4,C,4+,0.0,11,15.0,,4549
467121,1005955,P00250842,F,26-35,7,A,1,0.0,8,,,5944
467122,1005955,P00110742,F,26-35,7,A,1,0.0,1,2.0,8.0,19526
467123,1005955,P00274242,F,26-35,7,A,1,0.0,1,,,12047
467124,1005955,P00277842,F,26-35,7,A,1,0.0,1,,,11417
467125,1005955,P00035942,F,26-35,7,A,1,0.0,1,5.0,18.0,15201
467126,1005955,P00208742,F,26-35,7,A,1,0.0,1,6.0,16.0,11386
467127,1005955,P00118742,F,26-35,7,A,1,0.0,5,11.0,,8623
467128,1005955,P00114442,F,26-35,7,A,1,0.0,5,6.0,,6933
467129,1005955,P00067942,F,26-35,7,A,1,0.0,5,14.0,,5405
467130,1005955,P00257542,F,26-35,7,A,1,0.0,5,,,6879
467232,1005972,P00323942,F,26-35,20,B,0,0.0,8,15.0,,7876
467233,1005972,P00120042,F,26-35,20,B,0,0.0,1,2.0,,19627
467234,1005972,P00115642,F,26-35,20,B,0,0.0,8,14.0,,7936
467235,1005972,P00313242,F,26-35,20,B,0,0.0,8,,,10056
467236,1005972,P00114942,F,26-35,20,B,0,0.0,1,15.0,16.0,15731
467237,1005972,P00128942,F,26-35,20,B,0,0.0,1,11.0,,19167
467238,1005972,P00282642,F,26-35,20,B,0,0.0,5,,,7055
467239,1005972,P00118442,F,26-35,20,B,0,0.0,1,2.0,,4379
467240,1005972,P00109842,F,26-35,20,B,0,0.0,8,,,5971
467241,1005972,P00195342,F,26-35,20,B,0,0.0,2,5.0,,16127
467242,1005972,P00244042,F,26-35,20,B,0,0.0,1,2.0,15.0,12081
467243,1005972,P00228442,F,26-35,20,B,0,0.0,1,17.0,,15899
467244,1005972,P00228142,F,26-35,20,B,0,0.0,5,,,3473
467245,1005972,P00250242,F,26-35,20,B,0,0.0,5,,,8814
467246,1005972,P00216042,F,26-35,20,B,0,0.0,5,8.0,,7072
467247,1005972,P00078742,F,26-35,20,B,0,0.0,5,8.0,14.0,8636
467248,1005972,P00245642,F,26-35,20,B,0,0.0,5,11.0,12.0,6862
467249,1005972,P00067942,F,26-35,20,B,0,0.0,5,14.0,,5441
467250,1005972,P00022542,F,26-35,20,B,0,0.0,5,,,7109
467251,1005972,P00230942,F,26-35,20,B,0,0.0,5,14.0,,7165
467252,1005972,P00206042,F,26-35,20,B,0,0.0,5,,,5156
467253,1005972,P00057242,F,26-35,20,B,0,0.0,5,,,5440
467254,1005972,P00121342,F,26-35,20,B,0,0.0,1,5.0,18.0,11536
467255,1005972,P00293342,F,26-35,20,B,0,0.0,8,,,8066
467256,1005972,P00026042,F,26-35,20,B,0,0.0,8,14.0,17.0,6072
467257,1005972,P00365242,F,26-35,20,B,0,0.0,5,8.0,,6991
467278,1005978,P00189842,M,36-45,1,B,2,0.0,3,4.0,5.0,13518
467279,1005978,P00118542,M,36-45,1,B,2,0.0,5,8.0,,7190
467280,1005978,P00261642,M,36-45,1,B,2,0.0,8,,,8108
467281,1005978,P00116142,M,36-45,1,B,2,0.0,10,13.0,16.0,14346
467282,1005978,P00105142,M,36-45,1,B,2,0.0,1,2.0,15.0,11734
467283,1005978,P00145942,M,36-45,1,B,2,0.0,6,8.0,13.0,7975
467284,1005978,P00149542,M,36-45,1,B,2,0.0,1,6.0,13.0,19237
467285,1005978,P00085942,M,36-45,1,B,2,0.0,2,4.0,8.0,15886
467286,1005978,P0096842,M,36-45,1,B,2,0.0,3,4.0,12.0,8002
467287,1005978,P00057342,M,36-45,1,B,2,0.0,4,5.0,,3551
467288,1005978,P0094742,M,36-45,1,B,2,0.0,2,4.0,5.0,6714
467289,1005978,P00036542,M,36-45,1,B,2,0.0,4,5.0,,1415
467290,1005978,P0097242,M,36-45,1,B,2,0.0,1,16.0,,11528
467291,1005978,P00270942,M,36-45,1,B,2,0.0,1,2.0,15.0,15261
467292,1005978,P00122442,M,36-45,1,B,2,0.0,1,11.0,15.0,3841
467321,1005985,P00286842,F,18-25,4,C,0,0.0,5,8.0,,7102
467322,1005985,P00029242,F,18-25,4,C,0,0.0,8,,,7998
467323,1005985,P00170942,F,18-25,4,C,0,0.0,5,8.0,14.0,5396
467324,1005985,P00226442,F,18-25,4,C,0,0.0,11,15.0,,2995
467325,1005986,P00323542,F,55+,1,B,4+,0.0,8,18.0,,7896
467326,1005986,P00319342,F,55+,1,B,4+,0.0,5,8.0,,8866
467327,1005986,P00001742,F,55+,1,B,4+,0.0,8,14.0,,9930
467328,1005986,P00176842,F,55+,1,B,4+,0.0,12,14.0,,1755
467600,1006036,P00157542,F,26-35,15,B,4+,0.0,8,14.0,,7994
467601,1006036,P00280442,F,26-35,15,B,4+,0.0,11,,,4519
467602,1006036,P00255542,F,26-35,15,B,4+,0.0,5,,,5214
467603,1006036,P00247742,F,26-35,15,B,4+,0.0,8,,,6032
467604,1006036,P00240442,F,26-35,15,B,4+,0.0,6,16.0,,7975
467605,1006036,P00238542,F,26-35,15,B,4+,0.0,5,14.0,,5289
467606,1006036,P00240042,F,26-35,15,B,4+,0.0,5,,,3636
467607,1006036,P00248942,F,26-35,15,B,4+,0.0,1,6.0,14.0,19106
467608,1006036,P00220442,F,26-35,15,B,4+,0.0,5,14.0,,3506
467609,1006036,P00117642,F,26-35,15,B,4+,0.0,10,16.0,,19242
467610,1006036,P00271242,F,26-35,15,B,4+,0.0,8,14.0,,8050
467611,1006036,P00275642,F,26-35,15,B,4+,0.0,8,,,8129
467612,1006036,P0097242,F,26-35,15,B,4+,0.0,1,16.0,,15650
467613,1006036,P00109942,F,26-35,15,B,4+,0.0,8,,,5936
467614,1006036,P00188542,F,26-35,15,B,4+,0.0,5,8.0,14.0,5407
467615,1006036,P00173342,F,26-35,15,B,4+,0.0,1,6.0,14.0,15754
467616,1006036,P00033242,F,26-35,15,B,4+,0.0,8,,,8055
467617,1006036,P00046742,F,26-35,15,B,4+,0.0,1,2.0,15.0,11544
467618,1006036,P00274442,F,26-35,15,B,4+,0.0,1,18.0,,15672
467619,1006036,P00084642,F,26-35,15,B,4+,0.0,13,16.0,,773
467620,1006036,P00204842,F,26-35,15,B,4+,0.0,8,,,6087
467621,1006036,P00051842,F,26-35,15,B,4+,0.0,4,8.0,,2803
467622,1006036,P00029042,F,26-35,15,B,4+,0.0,5,,,6856
467623,1006036,P00022442,F,26-35,15,B,4+,0.0,8,16.0,,5858
467624,1006036,P00307142,F,26-35,15,B,4+,0.0,8,,,5897
467625,1006036,P00208742,F,26-35,15,B,4+,0.0,1,6.0,16.0,7668
467626,1006036,P00316842,F,26-35,15,B,4+,0.0,4,5.0,,2090
467627,1006036,P00289242,F,26-35,15,B,4+,0.0,1,8.0,,8211
467628,1006036,P00151442,F,26-35,15,B,4+,0.0,8,,,5835
467629,1006036,P00268842,F,26-35,15,B,4+,0.0,8,14.0,,3971
467630,1006036,P00059642,F,26-35,15,B,4+,0.0,1,2.0,3.0,11589
467631,1006036,P0098342,F,26-35,15,B,4+,0.0,1,2.0,,7696
467632,1006036,P0096742,F,26-35,15,B,4+,0.0,2,4.0,12.0,9709
467633,1006036,P00257542,F,26-35,15,B,4+,0.0,5,,,3523
467634,1006036,P00043742,F,26-35,15,B,4+,0.0,5,8.0,,5457
467635,1006036,P00002942,F,26-35,15,B,4+,0.0,2,15.0,,9699
467636,1006036,P00281142,F,26-35,15,B,4+,0.0,11,15.0,,3224
467725,1000015,P00263542,M,26-35,7,A,1,0.0,16,,,16657
467726,1000015,P00037142,M,26-35,7,A,1,0.0,1,2.0,5.0,11554
467727,1000015,P00010242,M,26-35,7,A,1,0.0,5,,,7147
467728,1000015,P00035942,M,26-35,7,A,1,0.0,1,5.0,18.0,11920
467729,1000015,P00102142,M,26-35,7,A,1,0.0,13,16.0,,774
467730,1000015,P00153742,M,26-35,7,A,1,0.0,8,,,6171
467731,1000015,P00120042,M,26-35,7,A,1,0.0,1,2.0,,8080
467741,1000018,P00184942,F,18-25,3,B,3,1.0,1,8.0,17.0,19213
467742,1000018,P00015842,F,18-25,3,B,3,1.0,1,14.0,16.0,19016
467743,1000018,P00047242,F,18-25,3,B,3,1.0,1,5.0,,8131
467744,1000018,P00346442,F,18-25,3,B,3,1.0,1,2.0,14.0,11390
467745,1000018,P00035542,F,18-25,3,B,3,1.0,3,4.0,12.0,13202
467746,1000018,P0096142,F,18-25,3,B,3,1.0,3,4.0,,10574
467747,1000018,P00191042,F,18-25,3,B,3,1.0,3,4.0,,13431
467748,1000018,P00219242,F,18-25,3,B,3,1.0,4,5.0,,1404
467749,1000018,P00101842,F,18-25,3,B,3,1.0,6,16.0,,20223
467750,1000018,P00321742,F,18-25,3,B,3,1.0,5,8.0,17.0,7179
468374,1000144,P00237542,M,26-35,17,C,1,0.0,1,15.0,16.0,19465
468759,1000197,P00115542,M,18-25,14,A,3,0.0,8,,,10073
468958,1000228,P00367142,M,26-35,15,A,1,0.0,11,,,6019
469130,1000259,P00058042,M,26-35,1,B,4+,0.0,8,16.0,,9883
469131,1000259,P00135742,M,26-35,1,B,4+,0.0,6,8.0,,16646
469132,1000259,P00293242,M,26-35,1,B,4+,0.0,8,16.0,,4045
469133,1000259,P00174442,M,26-35,1,B,4+,0.0,5,,,5176
469134,1000259,P00256642,M,26-35,1,B,4+,0.0,5,,,3548
469135,1000259,P00237542,M,26-35,1,B,4+,0.0,1,15.0,16.0,15166
469507,1000321,P00028842,M,18-25,4,B,3,0.0,6,8.0,,16174
469508,1000321,P00296042,M,18-25,4,B,3,0.0,8,13.0,16.0,9857
469509,1000321,P00332342,M,18-25,4,B,3,0.0,5,8.0,,7095
469510,1000321,P00334242,M,18-25,4,B,3,0.0,1,8.0,,11437
469511,1000321,P00251542,M,18-25,4,B,3,0.0,11,16.0,,4683
469512,1000321,P00201342,M,18-25,4,B,3,0.0,1,2.0,9.0,19697
469513,1000321,P00174242,M,18-25,4,B,3,0.0,15,16.0,,20846
469514,1000321,P00037042,M,18-25,4,B,3,0.0,1,15.0,,3805
469515,1000321,P00263542,M,18-25,4,B,3,0.0,16,,,16730
469516,1000321,P00144642,M,18-25,4,B,3,0.0,1,15.0,16.0,11689
469517,1000321,P00110942,M,18-25,4,B,3,0.0,1,2.0,,19016
469524,1000325,P00190242,F,51-55,3,A,1,1.0,4,5.0,,2743
469846,1000375,P00113642,M,26-35,2,B,1,0.0,8,,,9738
469921,1000394,P00001042,M,18-25,0,C,1,0.0,1,2.0,16.0,11751
470364,1000468,P00002742,F,0-17,10,B,1,0.0,8,,,6050
470365,1000468,P00010742,F,0-17,10,B,1,0.0,1,8.0,17.0,19526
470380,1000473,P00078142,F,18-25,4,A,1,0.0,8,16.0,,10055
470381,1000473,P00288242,F,18-25,4,A,1,0.0,5,14.0,,7162
470382,1000473,P00085642,F,18-25,4,A,1,0.0,5,14.0,,8618
470420,1000478,P00148642,M,51-55,16,A,2,1.0,6,10.0,13.0,20397
470421,1000478,P00005042,M,51-55,16,A,2,1.0,6,16.0,,20567
470595,1000517,P00289042,F,26-35,14,A,1,0.0,8,,,9699
470596,1000517,P00014242,F,26-35,14,A,1,0.0,8,,,5866
470597,1000517,P00216042,F,26-35,14,A,1,0.0,5,8.0,,8731
470598,1000517,P00057242,F,26-35,14,A,1,0.0,5,,,5198
470599,1000517,P00335542,F,26-35,14,A,1,0.0,8,,,9971
470600,1000517,P00195542,F,26-35,14,A,1,0.0,2,12.0,,10022
470632,1000524,P00334642,M,18-25,0,A,0,1.0,1,8.0,14.0,11607
470633,1000524,P00209742,M,18-25,0,A,0,1.0,1,11.0,15.0,15891
470634,1000524,P00346142,M,18-25,0,A,0,1.0,1,15.0,,15466
470635,1000524,P00211242,M,18-25,0,A,0,1.0,8,12.0,,9702
470636,1000524,P00312842,M,18-25,0,A,0,1.0,16,,,16343
470637,1000524,P00301542,M,18-25,0,A,0,1.0,16,,,4183
470638,1000524,P00297442,M,18-25,0,A,0,1.0,2,15.0,,6675
470639,1000524,P00120042,M,18-25,0,A,0,1.0,1,2.0,,15509
470640,1000524,P00129442,M,18-25,0,A,0,1.0,5,8.0,,6984
470641,1000524,P00293242,M,18-25,0,A,0,1.0,8,16.0,,7767
470642,1000524,P00069042,M,18-25,0,A,0,1.0,3,,,13547
470643,1000524,P00014642,M,18-25,0,A,0,1.0,8,14.0,17.0,9782
470644,1000524,P00313042,M,18-25,0,A,0,1.0,5,14.0,,8844
470645,1000524,P00293342,M,18-25,0,A,0,1.0,8,,,7914
470646,1000524,P00145442,M,18-25,0,A,0,1.0,8,15.0,,8024
470647,1000524,P00057742,M,18-25,0,A,0,1.0,2,8.0,18.0,16068
470648,1000524,P00240842,M,18-25,0,A,0,1.0,8,,,7922
470649,1000524,P00120942,M,18-25,0,A,0,1.0,8,,,9829
470650,1000524,P0099242,M,18-25,0,A,0,1.0,8,14.0,,6159
470651,1000524,P00265342,M,18-25,0,A,0,1.0,7,,,20768
470652,1000524,P00285742,M,18-25,0,A,0,1.0,8,,,7917
470653,1000524,P00092942,M,18-25,0,A,0,1.0,8,17.0,,6091
470654,1000524,P00228342,M,18-25,0,A,0,1.0,1,13.0,16.0,15200
470655,1000524,P00293042,M,18-25,0,A,0,1.0,8,,,5831
470656,1000524,P00179642,M,18-25,0,A,0,1.0,11,,,4454
470657,1000524,P00134942,M,18-25,0,A,0,1.0,5,14.0,,6869
470658,1000524,P00030842,M,18-25,0,A,0,1.0,1,2.0,15.0,4034
470659,1000524,P00184042,M,18-25,0,A,0,1.0,1,8.0,,19398
470660,1000524,P00034442,M,18-25,0,A,0,1.0,1,14.0,16.0,15497
470661,1000524,P00045142,M,18-25,0,A,0,1.0,1,2.0,6.0,11373
470662,1000524,P00147442,M,18-25,0,A,0,1.0,1,5.0,,11499
470663,1000524,P00142942,M,18-25,0,A,0,1.0,1,2.0,16.0,15684
470664,1000524,P00025142,M,18-25,0,A,0,1.0,13,16.0,,569
470665,1000524,P00019042,M,18-25,0,A,0,1.0,5,8.0,14.0,5285
470666,1000524,P00006442,M,18-25,0,A,0,1.0,5,,,1785
470667,1000524,P00069242,M,18-25,0,A,0,1.0,8,11.0,,4203
470669,1000527,P00196442,F,26-35,2,B,2,1.0,5,,,8732
470670,1000527,P00040442,F,26-35,2,B,2,1.0,5,14.0,,1804
470681,1000531,P00307442,F,18-25,14,B,0,0.0,5,8.0,,3716
470682,1000531,P00251442,F,18-25,14,B,0,0.0,5,,,5148
470683,1000531,P00039742,F,18-25,14,B,0,0.0,5,,,3583
470684,1000531,P00050542,F,18-25,14,B,0,0.0,5,,,3622
470685,1000531,P00192042,F,18-25,14,B,0,0.0,5,9.0,14.0,7016
470686,1000531,P00315742,F,18-25,14,B,0,0.0,5,,,3699
470687,1000531,P00218842,F,18-25,14,B,0,0.0,5,,,3592
470688,1000531,P00035542,F,18-25,14,B,0,0.0,3,4.0,12.0,11026
470689,1000531,P00074142,F,18-25,14,B,0,0.0,3,4.0,12.0,7952
470690,1000531,P00014542,F,18-25,14,B,0,0.0,8,,,5890
470691,1000531,P00288542,F,18-25,14,B,0,0.0,8,,,4036
470692,1000531,P00145442,F,18-25,14,B,0,0.0,8,15.0,,9798
470693,1000531,P00250842,F,18-25,14,B,0,0.0,8,,,3992
470694,1000531,P00059142,F,18-25,14,B,0,0.0,8,14.0,,6182
470695,1000531,P00037242,F,18-25,14,B,0,0.0,8,,,4253
470696,1000531,P00016342,F,18-25,14,B,0,0.0,1,2.0,8.0,15533
470697,1000531,P0095942,F,18-25,14,B,0,0.0,3,4.0,,13541
470698,1000531,P00134942,F,18-25,14,B,0,0.0,5,14.0,,6886
470699,1000531,P00201342,F,18-25,14,B,0,0.0,1,2.0,9.0,11943
470700,1000531,P00044442,F,18-25,14,B,0,0.0,1,16.0,,15818
470701,1000531,P00187842,F,18-25,14,B,0,0.0,1,16.0,,11800
470702,1000531,P00040942,F,18-25,14,B,0,0.0,16,,,16389
470703,1000531,P00082342,F,18-25,14,B,0,0.0,15,16.0,,4460
470704,1000531,P00194042,F,18-25,14,B,0,0.0,8,11.0,,6109
470705,1000531,P00243942,F,18-25,14,B,0,0.0,1,2.0,15.0,15620
470706,1000531,P00236042,F,18-25,14,B,0,0.0,5,,,1959
470707,1000531,P00008642,F,18-25,14,B,0,0.0,4,5.0,,1465
470708,1000531,P00042542,F,18-25,14,B,0,0.0,1,5.0,,11584
470709,1000531,P00324842,F,18-25,14,B,0,0.0,8,,,6040
470710,1000531,P00006842,F,18-25,14,B,0,0.0,5,,,5339
470711,1000531,P00054042,F,18-25,14,B,0,0.0,18,,,3048
471001,1000573,P00346142,F,36-45,2,B,0,1.0,1,15.0,,18996
471093,1000590,P00296642,F,36-45,6,C,1,0.0,7,,,16510
471094,1000590,P00366242,F,36-45,6,C,1,0.0,11,,,6090
471095,1000590,P00354442,F,36-45,6,C,1,0.0,5,,,5335
471096,1000590,P00158742,F,36-45,6,C,1,0.0,5,8.0,,8838
471097,1000590,P00030042,F,36-45,6,C,1,0.0,8,,,9755
471098,1000590,P00012142,F,36-45,6,C,1,0.0,5,,,8868
471099,1000590,P00151342,F,36-45,6,C,1,0.0,7,,,20691
471214,1000620,P00188442,M,18-25,0,A,3,0.0,5,7.0,,8818
471215,1000620,P00338542,M,18-25,0,A,3,0.0,1,,,15255
471216,1000620,P00350942,M,18-25,0,A,3,0.0,3,4.0,5.0,10751
471217,1000620,P00255542,M,18-25,0,A,3,0.0,5,,,3525
471218,1000620,P00037142,M,18-25,0,A,3,0.0,1,2.0,5.0,15786
471219,1000620,P00047242,M,18-25,0,A,3,0.0,1,5.0,,8092
471220,1000622,P00089342,M,26-35,0,B,1,1.0,8,,,9989
471221,1000622,P00213242,M,26-35,0,B,1,1.0,5,8.0,,6898
471269,1000634,P0095742,F,0-17,10,C,4+,0.0,4,5.0,,2860
471270,1000634,P00191142,F,0-17,10,C,4+,0.0,4,15.0,,2098
471271,1000634,P00113142,F,0-17,10,C,4+,0.0,1,5.0,12.0,7787
471326,1000645,P00113842,M,36-45,20,A,2,0.0,6,8.0,16.0,16587
471327,1000645,P00265242,M,36-45,20,A,2,0.0,5,8.0,,8595
471328,1000645,P00106042,M,36-45,20,A,2,0.0,5,,,8815
471329,1000645,P00059442,M,36-45,20,A,2,0.0,6,8.0,16.0,16634
471330,1000645,P00025442,M,36-45,20,A,2,0.0,1,2.0,9.0,18963
471331,1000645,P00114042,M,36-45,20,A,2,0.0,5,14.0,,8715
471401,1000655,P00106942,F,26-35,2,B,2,1.0,8,,,8018
471402,1000655,P00300542,F,26-35,2,B,2,1.0,8,,,8014
471403,1000655,P00032542,F,26-35,2,B,2,1.0,8,,,9912
471404,1000655,P00319342,F,26-35,2,B,2,1.0,5,8.0,,6852
471405,1000655,P0098442,F,26-35,2,B,2,1.0,7,8.0,,16497
471406,1000655,P00250042,F,26-35,2,B,2,1.0,8,14.0,,7842
471407,1000655,P00293342,F,26-35,2,B,2,1.0,8,,,2193
471408,1000655,P00303842,F,26-35,2,B,2,1.0,5,8.0,14.0,3752
471409,1000655,P00222842,F,26-35,2,B,2,1.0,8,,,2071
471410,1000655,P00291242,F,26-35,2,B,2,1.0,8,,,8125
471411,1000655,P00289442,F,26-35,2,B,2,1.0,8,,,3905
471412,1000655,P00276342,F,26-35,2,B,2,1.0,5,,,7191
471413,1000655,P00324942,F,26-35,2,B,2,1.0,5,,,8578
471414,1000655,P00302442,F,26-35,2,B,2,1.0,5,6.0,,3745
471415,1000655,P00074642,F,26-35,2,B,2,1.0,5,9.0,14.0,3432
471416,1000655,P00048742,F,26-35,2,B,2,1.0,5,,,5432
471417,1000655,P00228642,F,26-35,2,B,2,1.0,5,18.0,,1747
471418,1000655,P00015742,F,26-35,2,B,2,1.0,7,,,16773
471419,1000655,P00325742,F,26-35,2,B,2,1.0,2,9.0,,6390
